...1,No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
487,NOLSM212,1,Oxidation,wet,1218.1845511,H2O,31.86,0.194,137,696.792,1,2,17-02-2021
488,NOLSM313,1,Oxidation,dry,1062.467808,O2,39.51,0.217,128,705.471,1,3,17-02-2021
489,NOLSM414,1,Oxidation,dry,1114.7047728,O2,32.88,0.201,90,710.772,1,4,17-02-2021
490,NOLSM515,1,Oxidation,wet,989.41194619,H2O,38.11,0.204,98,716.975,1,5,17-02-2021
491,NOLSM616,1,Oxidation,wet,979.10970259,H2O,39.93,0.204,132,698.725,1,6,17-02-2021
492,NOLSM717,1,Oxidation,dry,1136.1149536,O2,35.63,0.2,74,709.703,1,7,17-02-2021
493,NOLSM818,1,Oxidation,wet,1096.2418486,H2O,28.6,0.199,291,696.438,1,8,17-02-2021
494,NOLSM919,2,Oxidation,dry,1042.2439924,O2,34.58,0.203,61,712.977,1,9,17-02-2021
495,NOLSM10110,2,Oxidation,wet,1104.8362847,H2O,34.95,0.204,117,725.873,1,10,17-02-2021
496,NOLSM11111,2,Oxidation,dry,1077.751749,O2,32.59,0.189,87,689.049,1,11,17-02-2021
497,NOLSM12112,2,Oxidation,wet,1113.7120291,H2O,38.02,0.218,80,708.738,1,12,17-02-2021
498,NOLSM13113,2,Oxidation,dry,1193.9659897,O2,33.81,0.202,149,716.118,1,13,17-02-2021
499,NOLSM14114,2,Oxidation,dry,1098.1779675,O2,29.05,0.216,149,703.595,1,14,17-02-2021
500,NOLSM15115,2,Oxidation,dry,1013.7034861,O2,49.91,0.209,101,721.105,1,15,17-02-2021
501,NOLSM16116,2,Oxidation,dry,1102.4255833,O2,32.47,0.203,112,703.686,1,16,17-02-2021
502,NOLSM17117,2,Oxidation,dry,1100.6468747,O2,32.82,0.205,101,702.403,1,17,17-02-2021
503,NOLSM18118,3,Oxidation,wet,996.16264084,H2O,36.66,0.194,148,707.175,1,18,17-02-2021
504,NOLSM19119,3,Oxidation,wet,1017.2931115,H2O,35.44,0.203,157,719.64,1,19,17-02-2021
505,NOLSM20120,3,Oxidation,dry,1037.4383761,O2,36.74,0.205,147,709.838,1,20,17-02-2021
506,NOLSM21121,3,Oxidation,dry,1000.0636738,O2,25.53,0.203,56,715.592,1,21,17-02-2021
507,NOLSM22122,3,Oxidation,dry,1080.0859934,O2,42.37,0.212,84,698.922,1,22,17-02-2021
508,NOLSM23123,3,Oxidation,dry,1068.5066433,O2,31.47,0.212,117,708.278,1,23,17-02-2021
509,NOLSM24124,3,Oxidation,dry,1067.2373343,O2,37.17,0.205,137,704.101,1,24,17-02-2021
510,NOLSM25125,3,Oxidation,wet,1035.3569135,H2O,35.36,0.21,125,715.292,1,25,17-02-2021
511,NOLSM26126,3,Oxidation,dry,1104.1297388,O2,39.02,0.206,204,696.973,1,26,17-02-2021
512,NOLSM27127,1,Oxidation,wet,956.15690801,H2O,33.41,0.218,144,713.383,1,27,17-02-2021
513,NOLSM541211,3,Oxidation,dry,872.38198465,O2,22.16,0.216,223,712.87,21,1,17-02-2021
514,NOLSM542212,3,Oxidation,dry,871.89002411,O2,22.17,0.219,226,716.026,21,2,17-02-2021
515,NOLSM543213,3,Oxidation,dry,871.78597335,O2,22.17,0.219,226,715.157,21,3,17-02-2021
516,NOLSM544214,3,Oxidation,dry,871.95621598,O2,22.16,0.217,224,713.608,21,4,17-02-2021
517,NOLSM545215,3,Oxidation,dry,872.12697923,O2,22.16,0.216,223,712.692,21,5,17-02-2021
518,NOLSM546216,3,Oxidation,dry,872.0913097,O2,22.17,0.218,225,714.415,21,6,17-02-2021
519,NOLSM547217,3,Oxidation,dry,872.08619004,O2,22.17,0.219,226,715.404,21,7,17-02-2021
520,NOLSM548218,3,Oxidation,dry,871.52592468,O2,22.2,0.217,224,713.132,21,8,17-02-2021
521,NOLSM549219,1,Oxidation,dry,872.20342108,O2,22.18,0.218,225,714.295,21,9,17-02-2021
522,NOLSM5502110,1,Oxidation,dry,871.99665381,O2,22.15,0.213,220,710.114,21,10,17-02-2021
523,NOLSM5512111,1,Oxidation,dry,871.99766446,O2,22.15,0.214,221,710.617,21,11,17-02-2021
524,NOLSM5522112,1,Oxidation,dry,871.75161447,O2,22.13,0.215,222,711.632,21,12,17-02-2021
525,NOLSM5532113,1,Oxidation,dry,871.66782314,O2,22.1,0.213,220,710.084,21,13,17-02-2021
526,NOLSM5542114,1,Oxidation,dry,871.45147571,O2,22.1,0.213,220,710.093,21,14,17-02-2021
527,NOLSM5552115,1,Oxidation,dry,871.60297665,O2,22.1,0.213,220,709.915,21,15,17-02-2021
528,NOLSM5562116,1,Oxidation,dry,871.05709,O2,22.11,0.214,221,710.547,21,16,17-02-2021
529,NOLSM5572117,2,Oxidation,dry,871.82847636,O2,22.09,0.214,221,711.029,21,17,17-02-2021
530,NOLSM5582118,2,Oxidation,dry,871.71353217,O2,22.09,0.212,219,709.076,21,18,17-02-2021
531,NOLSM5592119,2,Oxidation,dry,871.68393992,O2,22.09,0.214,221,710.146,21,19,17-02-2021
532,NOLSM5602120,2,Oxidation,dry,871.31029625,O2,22.1,0.213,220,709.957,21,20,17-02-2021
533,NOLSM5612121,2,Oxidation,dry,871.58614566,O2,22.11,0.213,220,709.783,21,21,17-02-2021
534,NOLSM5622122,2,Oxidation,dry,871.63698501,O2,22.08,0.213,220,709.973,21,22,17-02-2021
535,NOLSM5632123,2,Oxidation,dry,871.50990903,O2,22.09,0.213,220,709.984,21,23,17-02-2021
536,NOLSM5642124,2,Oxidation,dry,871.23711727,O2,22.09,0.213,220,709.983,21,24,17-02-2021
537,NOLSM5652125,3,Oxidation,dry,871.5810826,O2,22.09,0.214,221,710.137,21,25,17-02-2021
538,NOLSM5662126,3,Oxidation,dry,871.59275647,O2,22.09,0.214,221,710.837,21,26,17-02-2021
539,NOLSM5672127,3,Oxidation,dry,871.46516,O2,22.1,0.214,221,710.727,21,27,17-02-2021
540,NOLSM282128,1,Oxidation,dry,1060.6305677,O2,32.41,0.209,114,707.44,2,28,18-02-2021
541,NOLSM292229,1,Oxidation,wet,1245.6704386,H2O,37.48,0.204,106,707.18,2,29,18-02-2021
542,NOLSM302330,1,Oxidation,wet,1104.1277579,H2O,32.84,0.206,165,714.239,2,30,18-02-2021
543,NOLSM312431,1,Oxidation,dry,1144.2935832,O2,32.35,0.201,174,704.313,2,31,18-02-2021
544,NOLSM322532,1,Oxidation,wet,1027.3162004,H2O,37.89,0.204,75,699.531,2,32,18-02-2021
545,NOLSM332633,1,Oxidation,wet,1120.3069243,H2O,31.7,0.21,167,702.707,2,33,18-02-2021
546,NOLSM342734,1,Oxidation,wet,1169.6047731,H2O,30.63,0.202,151,706.277,2,34,18-02-2021
547,NOLSM352835,1,Oxidation,dry,1050.4887448,O2,35.88,0.221,113,713.085,2,35,18-02-2021
548,NOLSM362936,1,Oxidation,dry,1133.9700155,O2,42.9,0.199,64,703.97,2,36,18-02-2021
549,NOLSM3721037,1,Oxidation,dry,1020.1862393,O2,27.08,0.2,113,711.401,2,37,18-02-2021
550,NOLSM3821138,1,Oxidation,wet,1097.1771471,H2O,39.28,0.193,147,723.358,2,38,18-02-2021
551,NOLSM3921239,1,Oxidation,wet,927.13313878,H2O,29.1,0.215,128,713.195,2,39,18-02-2021
552,NOLSM4021340,1,Oxidation,dry,1179.2681622,O2,27.49,0.201,68,708.223,2,40,18-02-2021
553,NOLSM4121441,1,Oxidation,wet,1036.6791055,H2O,34.11,0.205,129,709.468,2,41,18-02-2021
554,NOLSM4221542,1,Oxidation,wet,1189.0095533,H2O,37.93,0.212,179,702.876,2,42,18-02-2021
555,NOLSM4321643,1,Oxidation,dry,1031.1813547,O2,33.82,0.213,55,705.424,2,43,18-02-2021
556,NOLSM4421744,1,Oxidation,wet,1172.6153412,H2O,33.08,0.205,121,694.973,2,44,18-02-2021
557,NOLSM4521845,1,Oxidation,wet,993.7592724,H2O,35.14,0.21,125,699.61,2,45,18-02-2021
558,NOLSM4621946,1,Oxidation,wet,1145.2712701,H2O,25.2,0.195,186,709.326,2,46,18-02-2021
559,NOLSM4722047,1,Oxidation,wet,1189.027293,H2O,32.31,0.225,178,703.43,2,47,18-02-2021
560,NOLSM4822148,1,Oxidation,dry,1232.8401296,O2,31.05,0.202,135,693.884,2,48,18-02-2021
561,NOLSM4922249,1,Oxidation,dry,1203.8370626,O2,44.4,0.21,91,712.072,2,49,18-02-2021
562,NOLSM5022350,1,Oxidation,wet,1094.5392089,H2O,32.52,0.193,90,707.578,2,50,18-02-2021
563,NOLSM5122451,1,Oxidation,dry,1156.2177675,O2,37.34,0.205,86,706.773,2,51,18-02-2021
564,NOLSM5222552,1,Oxidation,dry,1075.3906826,O2,35.21,0.21,56,714.762,2,52,18-02-2021
565,NOLSM5322653,1,Oxidation,wet,1054.9808468,H2O,39.84,0.22,126,697.495,2,53,18-02-2021
566,NOLSM5422754,1,Oxidation,dry,1173.3376001,O2,38.4,0.212,107,716.621,2,54,18-02-2021
567,NOLSM568221568,2,Oxidation,dry,882.63317991,O2,22.11,0.216,24,713.032,22,28,18-02-2021
568,NOLSM569222569,2,Oxidation,dry,881.93451371,O2,22.13,0.215,23,711.612,22,29,18-02-2021
569,NOLSM570223570,2,Oxidation,dry,889.72607544,O2,22.11,0.216,23,712.392,22,30,18-02-2021
570,NOLSM571224571,2,Oxidation,dry,884.72850669,O2,22.11,0.2,23,712.963,22,31,18-02-2021
571,NOLSM572225572,2,Oxidation,dry,885.27385508,O2,22.12,0.194,24,713.24,22,32,18-02-2021
572,NOLSM573226573,2,Oxidation,dry,886.84888383,O2,22.14,0.217,25,713.658,22,33,18-02-2021
573,NOLSM574227574,2,Oxidation,dry,881.21087926,O2,22.14,0.201,25,714.028,22,34,18-02-2021
574,NOLSM575228575,2,Oxidation,dry,890.596995,O2,22.13,0.204,32,713.609,22,35,18-02-2021
575,NOLSM576229576,2,Oxidation,dry,887.94399961,O2,22.14,0.204,32,714.418,22,36,18-02-2021
576,NOLSM5772210577,2,Oxidation,dry,876.97145305,O2,22.15,0.2,32,712.826,22,37,18-02-2021
577,NOLSM5782211578,2,Oxidation,dry,874.11091831,O2,22.15,0.199,32,713.234,22,38,18-02-2021
578,NOLSM5792212579,2,Oxidation,dry,877.00351564,O2,22.17,0.203,31,715.187,22,39,18-02-2021
579,NOLSM5802213580,2,Oxidation,dry,887.6633485,O2,22.16,0.204,32,714.097,22,40,18-02-2021
580,NOLSM5812214581,2,Oxidation,dry,873.49981759,O2,22.15,0.189,31,713.596,22,41,18-02-2021
581,NOLSM5822215582,2,Oxidation,dry,887.2890067,O2,22.14,0.218,34,713.273,22,42,18-02-2021
582,NOLSM5832216583,2,Oxidation,dry,890.15586801,O2,22.23,0.202,33,710.686,22,43,18-02-2021
583,NOLSM5842217584,2,Oxidation,dry,882.02682962,O2,22.24,0.216,32,711.073,22,44,18-02-2021
584,NOLSM5852218585,2,Oxidation,dry,872.84433929,O2,22.25,0.209,32,710.814,22,45,18-02-2021
585,NOLSM5862219586,2,Oxidation,dry,875.97703947,O2,32.8,0.203,32,711.779,22,46,18-02-2021
586,NOLSM5872220587,2,Oxidation,dry,883.77987268,O2,31.86,0.205,32,712.757,22,47,18-02-2021
587,NOLSM5882221588,2,Oxidation,dry,882.69566601,O2,39.51,0.194,31,713.04,22,48,18-02-2021
588,NOLSM5892222589,2,Oxidation,dry,874.77204176,O2,32.88,0.203,32,695.764,22,49,18-02-2021
589,NOLSM5902223590,2,Oxidation,dry,888.08954019,O2,38.11,0.205,30,713.575,22,50,18-02-2021
590,NOLSM5912224591,2,Oxidation,dry,879.96856675,O2,39.93,0.203,28,712.199,22,51,18-02-2021
591,NOLSM5922225592,2,Oxidation,dry,888.22347726,O2,35.63,0.212,31,713.554,22,52,18-02-2021
592,NOLSM5932226593,2,Oxidation,dry,883.42596111,O2,28.6,0.212,30,713.758,22,53,18-02-2021
593,NOLSM5942227594,2,Oxidation,dry,890.01471851,O2,34.58,0.205,27,712.759,22,54,18-02-2021
594,NOLSM2821,1,Oxidation,dry,1058.8279727,O2,32.41,0.209,114,707.44,2,1,18-02-2021
595,NOLSM2922,1,Oxidation,wet,1240.2895471,H2O,37.48,0.204,106,707.18,2,2,18-02-2021
596,NOLSM3023,1,Oxidation,wet,1097.0083322,H2O,32.84,0.206,165,714.239,2,3,18-02-2021
597,NOLSM3124,1,Oxidation,dry,1133.0169904,O2,32.35,0.201,174,704.313,2,4,18-02-2021
598,NOLSM3225,1,Oxidation,wet,1023.1211623,H2O,37.89,0.204,75,699.531,2,5,18-02-2021
599,NOLSM3326,1,Oxidation,wet,1101.3963879,H2O,31.7,0.21,167,702.707,2,6,18-02-2021
600,NOLSM3427,2,Oxidation,wet,1159.8601676,H2O,30.63,0.202,151,706.277,2,7,18-02-2021
601,NOLSM3528,2,Oxidation,dry,1041.0096056,O2,35.88,0.221,113,713.085,2,8,18-02-2021
602,NOLSM3629,2,Oxidation,dry,1131.7743178,O2,42.9,0.199,64,703.97,2,9,18-02-2021
603,NOLSM37210,2,Oxidation,dry,1011.580452,O2,27.08,0.2,113,711.401,2,10,18-02-2021
604,NOLSM38211,2,Oxidation,wet,1096.8907283,H2O,39.28,0.193,147,723.358,2,11,18-02-2021
605,NOLSM39212,2,Oxidation,wet,910.96412051,H2O,29.1,0.215,128,713.195,2,12,18-02-2021
606,NOLSM40213,2,Oxidation,dry,1167.0115997,O2,27.49,0.201,68,708.223,2,13,18-02-2021
607,NOLSM41214,2,Oxidation,wet,1031.0640614,H2O,34.11,0.205,129,709.468,2,14,18-02-2021
608,NOLSM42215,2,Oxidation,wet,1180.3394847,H2O,37.93,0.212,179,702.876,2,15,18-02-2021
609,NOLSM43216,3,Oxidation,dry,1030.763662,O2,33.82,0.213,55,705.424,2,16,18-02-2021
610,NOLSM44217,3,Oxidation,wet,1154.1069836,H2O,33.08,0.205,121,694.973,2,17,18-02-2021
611,NOLSM45218,3,Oxidation,wet,984.80973869,H2O,35.14,0.21,125,699.61,2,18,18-02-2021
612,NOLSM46219,3,Oxidation,wet,1141.7084381,H2O,25.2,0.195,186,709.326,2,19,18-02-2021
613,NOLSM47220,3,Oxidation,wet,1183.7236397,H2O,32.31,0.225,178,703.43,2,20,18-02-2021
614,NOLSM48221,3,Oxidation,dry,1226.0236301,O2,31.05,0.202,135,693.884,2,21,18-02-2021
615,NOLSM49222,3,Oxidation,dry,1189.4704098,O2,44.4,0.21,91,712.072,2,22,18-02-2021
616,NOLSM50223,3,Oxidation,wet,1080.2135215,H2O,32.52,0.193,90,707.578,2,23,18-02-2021
617,NOLSM51224,3,Oxidation,dry,1139.6899983,O2,37.34,0.205,86,706.773,2,24,18-02-2021
618,NOLSM52225,1,Oxidation,dry,1070.5742384,O2,35.21,0.21,56,714.762,2,25,18-02-2021
619,NOLSM53226,1,Oxidation,wet,1035.6123981,H2O,39.84,0.22,126,697.495,2,26,18-02-2021
620,NOLSM54227,1,Oxidation,dry,1162.9936157,O2,38.4,0.212,107,716.621,2,27,18-02-2021
621,NOLSM568221,3,Oxidation,dry,871.39167398,O2,22.11,0.216,223,713.032,22,1,18-02-2021
622,NOLSM569222,3,Oxidation,dry,871.48375404,O2,22.13,0.215,222,711.612,22,2,18-02-2021
623,NOLSM570223,3,Oxidation,dry,872.00620318,O2,22.11,0.216,223,712.392,22,3,18-02-2021
624,NOLSM571224,3,Oxidation,dry,871.26149151,O2,22.11,0.216,223,712.963,22,4,18-02-2021
625,NOLSM572225,3,Oxidation,dry,871.57165431,O2,22.12,0.217,224,713.24,22,5,18-02-2021
626,NOLSM573226,3,Oxidation,dry,871.79989255,O2,22.14,0.217,224,713.658,22,6,18-02-2021
627,NOLSM574227,1,Oxidation,dry,872.06419215,O2,22.14,0.217,224,714.028,22,7,18-02-2021
628,NOLSM575228,1,Oxidation,dry,871.74507119,O2,22.13,0.217,224,713.609,22,8,18-02-2021
629,NOLSM576229,1,Oxidation,dry,871.9001335,O2,22.14,0.218,225,714.418,22,9,18-02-2021
630,NOLSM5772210,1,Oxidation,dry,871.6110117,O2,22.15,0.216,223,712.826,22,10,18-02-2021
631,NOLSM5782211,1,Oxidation,dry,871.55963136,O2,22.15,0.217,224,713.234,22,11,18-02-2021
632,NOLSM5792212,1,Oxidation,dry,871.70659778,O2,22.17,0.219,226,715.187,22,12,18-02-2021
633,NOLSM5802213,1,Oxidation,dry,872.18947307,O2,22.16,0.218,225,714.097,22,13,18-02-2021
634,NOLSM5812214,1,Oxidation,dry,871.69534277,O2,22.15,0.217,224,713.596,22,14,18-02-2021
635,NOLSM5822215,1,Oxidation,dry,871.81112222,O2,22.14,0.217,224,713.273,22,15,18-02-2021
636,NOLSM5832216,2,Oxidation,dry,872.90912802,O2,22.23,0.214,221,710.686,22,16,18-02-2021
637,NOLSM5842217,2,Oxidation,dry,872.41824071,O2,22.24,0.214,221,711.073,22,17,18-02-2021
638,NOLSM5852218,2,Oxidation,dry,872.59008133,O2,22.25,0.214,221,710.814,22,18,18-02-2021
639,NOLSM5862219,2,Oxidation,dry,872.53078673,O2,22.24,0.215,222,711.779,22,19,18-02-2021
640,NOLSM5872220,2,Oxidation,dry,872.28866887,O2,22.23,0.216,223,712.757,22,20,18-02-2021
641,NOLSM5882221,2,Oxidation,dry,872.13219488,O2,22.22,0.216,223,713.04,22,21,18-02-2021
642,NOLSM5892222,2,Oxidation,dry,872.22233979,O2,22.21,0.215,222,712.11,22,22,18-02-2021
643,NOLSM5902223,2,Oxidation,dry,872.61918853,O2,22.21,0.217,224,713.575,22,23,18-02-2021
644,NOLSM5912224,3,Oxidation,dry,872.08859806,O2,22.18,0.216,223,712.199,22,24,18-02-2021
645,NOLSM5922225,3,Oxidation,dry,872.09111269,O2,22.15,0.217,224,713.554,22,25,18-02-2021
646,NOLSM5932226,3,Oxidation,dry,871.90665253,O2,22.14,0.217,224,713.758,22,26,18-02-2021
647,NOLSM5942227,3,Oxidation,dry,872.10207014,O2,22.15,0.216,223,712.759,22,27,18-02-2021
648,NOLSM553155,1,Oxidation,dry,1150.617792,O2,38.47,0.203,96,715.089,3,28,19-02-2021
649,NOLSM563256,1,Oxidation,dry,942.2302255,O2,40.44,0.199,86,710.55,3,29,19-02-2021
650,NOLSM573357,1,Oxidation,wet,1216.3491224,H2O,31.58,0.188,64,709.429,3,30,19-02-2021
651,NOLSM583458,1,Oxidation,dry,1133.1522004,O2,26.32,0.211,118,712.611,3,31,19-02-2021
652,NOLSM593559,1,Oxidation,wet,1099.1104369,H2O,48.42,0.213,205,711.35,3,32,19-02-2021
653,NOLSM603660,1,Oxidation,dry,1142.4829341,O2,29.89,0.208,105,715.478,3,33,19-02-2021
654,NOLSM613761,1,Oxidation,dry,1062.7913028,O2,36.82,0.201,160,709.683,3,34,19-02-2021
655,NOLSM623862,1,Oxidation,wet,1044.8215417,H2O,31.54,0.205,116,706.795,3,35,19-02-2021
656,NOLSM633963,1,Oxidation,wet,1005.8474208,H2O,39.23,0.196,104,702.837,3,36,19-02-2021
657,NOLSM6431064,1,Oxidation,dry,1101.2199339,O2,38.6,0.213,241,714.84,3,37,19-02-2021
658,NOLSM6531165,1,Oxidation,dry,1134.4895098,O2,38.76,0.207,209,700.438,3,38,19-02-2021
659,NOLSM6631266,1,Oxidation,dry,1170.5812854,O2,35.52,0.219,125,708.839,3,39,19-02-2021
660,NOLSM6731367,1,Oxidation,dry,983.17790312,O2,35.31,0.217,81,709.833,3,40,19-02-2021
661,NOLSM6831468,1,Oxidation,dry,974.27328232,O2,28.59,0.21,0,699.547,3,41,19-02-2021
662,NOLSM6931569,1,Oxidation,dry,1132.7672574,O2,30.87,0.202,156,716.948,3,42,19-02-2021
663,NOLSM7031670,1,Oxidation,dry,1136.6806348,O2,35.73,0.211,170,703.516,3,43,19-02-2021
664,NOLSM7131771,1,Oxidation,dry,1097.8193512,O2,31.09,0.216,29,713.406,3,44,19-02-2021
665,NOLSM7231872,1,Oxidation,wet,1115.3552625,H2O,37.47,0.205,68,693.691,3,45,19-02-2021
666,NOLSM7331973,1,Oxidation,wet,1163.9503241,H2O,31.33,0.189,81,718.116,3,46,19-02-2021
667,NOLSM7432074,1,Oxidation,dry,1000.6728222,O2,34.8,0.205,109,708.625,3,47,19-02-2021
668,NOLSM7532175,1,Oxidation,dry,1100.8867347,O2,41.2,0.206,82,703.101,3,48,19-02-2021
669,NOLSM7632276,1,Oxidation,wet,993.40190052,H2O,39.65,0.224,136,700.313,3,49,19-02-2021
670,NOLSM7732377,1,Oxidation,dry,1152.5786493,O2,37.49,0.203,166,713.858,3,50,19-02-2021
671,NOLSM7832478,1,Oxidation,wet,1019.0308127,H2O,34.94,0.207,210,719.16,3,51,19-02-2021
672,NOLSM7932579,1,Oxidation,dry,1073.8489676,O2,30.02,0.198,114,715.85,3,52,19-02-2021
673,NOLSM8032680,1,Oxidation,wet,1084.9184293,H2O,30.27,0.194,77,715.825,3,53,19-02-2021
674,NOLSM8132781,1,Oxidation,dry,1015.9399097,O2,44.38,0.215,218,710.922,3,54,19-02-2021
675,NOLSM595231595,2,Oxidation,dry,891.39353132,O2,34.95,0.216,27,713.094,23,28,19-02-2021
676,NOLSM596232596,2,Oxidation,dry,877.50477719,O2,22.17,0.218,27,714.308,23,29,19-02-2021
677,NOLSM597233597,2,Oxidation,dry,891.36445154,O2,22.19,0.218,24,714.843,23,30,19-02-2021
678,NOLSM598234598,2,Oxidation,dry,888.24972011,O2,22.21,0.218,23,714.77,23,31,19-02-2021
679,NOLSM599235599,2,Oxidation,dry,875.06064844,O2,22.21,0.219,23,715.244,23,32,19-02-2021
680,NOLSM600236600,2,Oxidation,dry,889.8309624,O2,22.21,0.219,23,715.316,23,33,19-02-2021
681,NOLSM601237601,2,Oxidation,dry,887.94955592,O2,22.2,0.218,24,714.519,23,34,19-02-2021
682,NOLSM602238602,2,Oxidation,dry,888.50441379,O2,22.2,0.217,25,713.231,23,35,19-02-2021
683,NOLSM603239603,2,Oxidation,dry,874.31776489,O2,22.26,0.211,25,708.099,23,36,19-02-2021
684,NOLSM6042310604,2,Oxidation,dry,876.60809259,O2,22.24,0.209,25,705.959,23,37,19-02-2021
685,NOLSM6052311605,2,Oxidation,dry,883.25299809,O2,22.23,0.21,25,706.485,23,38,19-02-2021
686,NOLSM6062312606,2,Oxidation,dry,891.6480485,O2,22.24,0.209,25,705.983,23,39,19-02-2021
687,NOLSM6072313607,2,Oxidation,dry,886.60946963,O2,22.24,0.208,25,704.746,23,40,19-02-2021
688,NOLSM6082314608,2,Oxidation,dry,873.50241243,O2,22.29,0.209,27,705.816,23,41,19-02-2021
689,NOLSM6092315609,2,Oxidation,dry,886.16166215,O2,22.29,0.21,28,707.218,23,42,19-02-2021
690,NOLSM6102316610,2,Oxidation,dry,887.55380733,O2,22.22,0.21,32,706.868,23,43,19-02-2021
691,NOLSM6112317611,2,Oxidation,dry,882.03465303,O2,22.21,0.209,32,706.445,23,44,19-02-2021
692,NOLSM6122318612,2,Oxidation,dry,891.34851626,O2,22.2,0.207,32,703.86,23,45,19-02-2021
693,NOLSM6132319613,2,Oxidation,dry,874.41810763,O2,22.19,0.208,32,704.941,23,46,19-02-2021
694,NOLSM6142320614,2,Oxidation,dry,884.43700757,O2,22.19,0.207,31,703.94,23,47,19-02-2021
695,NOLSM6152321615,2,Oxidation,dry,874.91645375,O2,22.17,0.209,32,705.549,23,48,19-02-2021
696,NOLSM6162322616,2,Oxidation,dry,873.9561528,O2,22.2,0.209,31,705.637,23,49,19-02-2021
697,NOLSM6172323617,2,Oxidation,dry,879.6516783,O2,22.22,0.212,34,708.419,23,50,19-02-2021
698,NOLSM6182324618,2,Oxidation,dry,886.74365065,O2,22.22,0.21,33,707.023,23,51,19-02-2021
699,NOLSM6192325619,2,Oxidation,dry,875.97919303,O2,22.24,0.212,32,708.778,23,52,19-02-2021
700,NOLSM6202326620,2,Oxidation,dry,889.97973227,O2,22.25,0.212,32,708.823,23,53,19-02-2021
701,NOLSM6212327621,2,Oxidation,dry,878.09547102,O2,22.24,0.213,32,709.902,23,54,19-02-2021
702,NOLSM5531,1,Oxidation,dry,1136.2293796,O2,38.47,0.203,96,715.089,3,1,19-02-2021
703,NOLSM5632,1,Oxidation,dry,935.94165028,O2,40.44,0.199,86,710.55,3,2,19-02-2021
704,NOLSM5733,1,Oxidation,wet,1209.6556686,H2O,31.58,0.188,64,709.429,3,3,19-02-2021
705,NOLSM5834,1,Oxidation,dry,1118.4842937,O2,26.32,0.211,118,712.611,3,4,19-02-2021
706,NOLSM5935,1,Oxidation,wet,1090.3479898,H2O,48.42,0.213,205,711.35,3,5,19-02-2021
707,NOLSM6036,2,Oxidation,dry,1130.3791394,O2,29.89,0.208,105,715.478,3,6,19-02-2021
708,NOLSM6137,2,Oxidation,dry,1062.0710716,O2,36.82,0.201,160,709.683,3,7,19-02-2021
709,NOLSM6238,2,Oxidation,wet,1042.3674321,H2O,31.54,0.205,116,706.795,3,8,19-02-2021
710,NOLSM6339,2,Oxidation,wet,1003.2154946,H2O,39.23,0.196,104,702.837,3,9,19-02-2021
711,NOLSM64310,2,Oxidation,dry,1094.8534411,O2,38.6,0.213,241,714.84,3,10,19-02-2021
712,NOLSM65311,2,Oxidation,dry,1133.5707586,O2,38.76,0.207,209,700.438,3,11,19-02-2021
713,NOLSM66312,2,Oxidation,dry,1168.7631084,O2,35.52,0.219,125,708.839,3,12,19-02-2021
714,NOLSM67313,2,Oxidation,dry,967.62313324,O2,35.31,0.217,81,709.833,3,13,19-02-2021
715,NOLSM68314,3,Oxidation,dry,957.23727429,O2,28.59,0.21,0,699.547,3,14,19-02-2021
716,NOLSM69315,3,Oxidation,dry,1114.9722684,O2,30.87,0.202,156,716.948,3,15,19-02-2021
717,NOLSM70316,3,Oxidation,dry,1119.8133536,O2,35.73,0.211,170,703.516,3,16,19-02-2021
718,NOLSM71317,3,Oxidation,dry,1096.568516,O2,31.09,0.216,29,713.406,3,17,19-02-2021
719,NOLSM72318,3,Oxidation,wet,1102.7503089,H2O,37.47,0.205,68,693.691,3,18,19-02-2021
720,NOLSM73319,3,Oxidation,wet,1152.8927322,H2O,31.33,0.189,81,718.116,3,19,19-02-2021
721,NOLSM74320,3,Oxidation,dry,991.15821593,O2,34.8,0.205,109,708.625,3,20,19-02-2021
722,NOLSM75321,1,Oxidation,dry,1090.0506655,O2,41.2,0.206,82,703.101,3,21,19-02-2021
723,NOLSM76322,1,Oxidation,wet,978.47585568,H2O,39.65,0.224,136,700.313,3,22,19-02-2021
724,NOLSM77323,1,Oxidation,dry,1140.0986094,O2,37.49,0.203,166,713.858,3,23,19-02-2021
725,NOLSM78324,1,Oxidation,wet,1002.0818486,H2O,34.94,0.207,210,719.16,3,24,19-02-2021
726,NOLSM79325,1,Oxidation,dry,1066.9129044,O2,30.02,0.198,114,715.85,3,25,19-02-2021
727,NOLSM80326,1,Oxidation,wet,1080.4253812,H2O,30.27,0.194,77,715.825,3,26,19-02-2021
728,NOLSM81327,1,Oxidation,dry,1000.9813188,O2,44.38,0.215,218,710.922,3,27,19-02-2021
729,NOLSM595231,3,Oxidation,dry,871.82311184,O2,22.18,0.216,223,713.094,23,1,19-02-2021
730,NOLSM596232,3,Oxidation,dry,872.296457,O2,22.17,0.218,225,714.308,23,2,19-02-2021
731,NOLSM597233,3,Oxidation,dry,872.22171038,O2,22.19,0.218,225,714.843,23,3,19-02-2021
732,NOLSM598234,3,Oxidation,dry,872.31949418,O2,22.21,0.218,225,714.77,23,4,19-02-2021
733,NOLSM599235,3,Oxidation,dry,872.27699481,O2,22.21,0.219,226,715.244,23,5,19-02-2021
