...1,No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
837,NOLSM622241,2,Photo,0.95293,17.53,15.061,20,205.173,90,505.173,4103.453,5129.316,5.134,93.185,29.997,24,1,20-02-2021
838,NOLSM623242,3,Photo,1.03682,16.23,14.939,19.993,204.18,90,504.18,4083.593,5104.492,5.087,93.138,29.996,24,2,20-02-2021
839,NOLSM624243,3,Photo,0.95435,17.616,15.032,20.001,203.978,90,503.978,4079.562,5099.453,5.109,93.073,29.996,24,3,20-02-2021
840,NOLSM625244,3,Photo,0.86919,17.042,15.05,20,203.734,90,503.734,4074.671,5093.339,5.093,93.091,29.997,24,4,20-02-2021
841,NOLSM626245,1,Photo,0.75649,16.577,14.964,19.999,204.015,90,504.015,4080.294,5100.367,5.104,93.02,29.994,24,5,20-02-2021
842,NOLSM627246,1,Photo,0.87141,16.733,14.897,20.001,203.882,89.999,503.882,4077.646,5097.058,5.094,93.141,29.989,24,6,20-02-2021
843,NOLSM628247,2,Photo,1.05343,16.76,14.954,20,203.626,90,503.626,4072.53,5090.662,5.084,92.834,30.005,24,7,20-02-2021
844,NOLSM629248,2,Photo,0.62371,17.549,15.014,20.006,206.999,90,506.999,4139.977,5174.972,5.156,93.656,29.999,24,8,20-02-2021
845,NOLSM630249,3,Photo,0.96914,17.399,14.956,20.004,205.161,90,505.161,4103.221,5129.026,5.144,93.213,30.005,24,9,20-02-2021
846,NOLSM6312410,3,Photo,1.12588,17.477,15.047,19.995,204.166,90,504.166,4083.317,5104.146,5.124,93.62,30.016,24,10,20-02-2021
847,NOLSM6322411,3,Photo,0.92269,16.996,14.92,20,205.113,90,505.113,4102.262,5127.827,5.134,93.951,29.99,24,11,20-02-2021
848,NOLSM6332412,1,Photo,0.94531,16.911,15.025,19.995,205.405,90,505.405,4108.105,5135.131,5.115,92.885,29.994,24,12,20-02-2021
849,NOLSM6342413,1,Photo,0.6869,16.741,14.897,19.997,204.504,89.999,504.504,4090.081,5112.602,5.111,92.863,30.01,24,13,20-02-2021
850,NOLSM6352414,2,Photo,0.9502,16.374,14.997,19.996,203.344,90.001,503.344,4066.887,5083.608,5.1,92.621,29.997,24,14,20-02-2021
851,NOLSM6362415,2,Photo,0.89346,16.167,15.02,19.999,203.162,90,503.162,4063.243,5079.054,5.074,92.824,29.995,24,15,20-02-2021
852,NOLSM6372416,2,Photo,0.86659,16.646,15.058,20.001,203.358,90.001,503.358,4067.162,5083.952,5.082,92.433,30,24,16,20-02-2021
853,NOLSM6382417,3,Photo,0.89031,16.911,14.957,19.998,202.24,90,502.24,4044.792,5055.99,5.065,92.629,29.988,24,17,20-02-2021
854,NOLSM6392418,3,Photo,0.99883,16.17,14.994,19.997,203.158,90.001,503.158,4063.154,5078.943,5.071,92.356,29.999,24,18,20-02-2021
855,NOLSM6402419,1,Photo,0.95502,16.625,15.023,20.004,202.01,90,502.01,4040.198,5050.247,5.062,92.422,29.994,24,19,20-02-2021
856,NOLSM6412420,1,Photo,0.72675,17.051,15.032,20.002,202.28,90,502.28,4045.605,5057.006,5.065,92.611,29.999,24,20,20-02-2021
857,NOLSM6422421,2,Photo,1.11628,17.129,15.055,20.002,201.983,90,501.983,4039.651,5049.563,5.053,92.373,29.999,24,21,20-02-2021
858,NOLSM6432422,2,Photo,0.87753,17.282,14.95,20.003,202.338,90,502.338,4046.759,5058.449,5.06,93.038,29.985,24,22,20-02-2021
859,NOLSM6442423,2,Photo,0.66878,16.531,15.075,19.999,203.959,89.999,503.959,4079.187,5098.983,5.087,92.576,30.002,24,23,20-02-2021
860,NOLSM6452424,3,Photo,1.08194,16.621,14.926,19.998,202.405,90,502.405,4048.101,5060.126,5.066,92.499,30.005,24,24,20-02-2021
861,NOLSM6462425,3,Photo,0.97498,17.176,15.065,20.001,202.588,90,502.588,4051.752,5064.69,5.065,92.258,30,24,25,20-02-2021
862,NOLSM6472426,3,Photo,1.05555,16.11,14.963,20.004,198.923,89.999,498.923,3978.459,4973.074,4.975,90.091,30,24,26,20-02-2021
863,NOLSM6482427,1,Photo,1.36759,17.506,14.966,20,197.466,89.999,497.466,3949.317,4936.647,4.922,89.458,30.001,24,27,20-02-2021
864,NOLSM10951109,2,Photo,1.31556,18.3,15.1,19.997,201.257,90.001,504.231,4035.394,5026.31,5.028,90.872,29.995,5,28,21-02-2021
865,NOLSM11052110,2,Photo,1.87115,13.098,15.025,20.001,198.825,89.999,500.053,3952.67,5015.85,5.039,92.275,29.998,5,29,21-02-2021
866,NOLSM11153111,2,Photo,1.21277,14.994,15.001,20.007,197.121,89.998,500.402,3972.34,5077.469,5.033,91.338,29.993,5,30,21-02-2021
867,NOLSM11254112,2,Photo,1.15164,15.261,14.931,20.001,200.823,89.999,494.976,4017.144,5119.234,5.072,90.277,30.005,5,31,21-02-2021
868,NOLSM11355113,2,Photo,1.77366,16.651,15.044,20.001,196.001,90,499.243,4072.913,5022.182,4.973,93.44,30.001,5,32,21-02-2021
869,NOLSM11456114,2,Photo,1.48367,13.638,15.021,20.005,198.211,90.001,501.188,4084.939,4947.659,4.968,93.614,30.001,5,33,21-02-2021
870,NOLSM11557115,2,Photo,1.93673,15.127,14.979,19.996,198.999,90.001,493.336,4045.078,5011.734,4.961,93.29,30.003,5,34,21-02-2021
871,NOLSM11658116,2,Photo,0.90966,16.414,15.106,19.993,201.92,89.998,499.417,4010.176,5021.166,4.967,93.298,30.002,5,35,21-02-2021
872,NOLSM11759117,2,Photo,0.7098,11.936,15.004,19.997,202.265,89.999,501.817,4018.743,5027.501,4.959,91.902,30.005,5,36,21-02-2021
873,NOLSM118510118,2,Photo,2.09636,21.373,15.057,20.001,197.708,90,502.391,4126.569,5006.296,4.997,90.552,29.999,5,37,21-02-2021
874,NOLSM119511119,2,Photo,1.73176,15.277,15.01,19.996,204.744,89.999,507.183,4085.753,4983.395,4.988,92.566,29.999,5,38,21-02-2021
875,NOLSM120512120,2,Photo,1.0965,15.312,15.07,19.999,205.209,89.999,501.286,4057.629,5098.876,5.1,91.778,30.001,5,39,21-02-2021
876,NOLSM121513121,2,Photo,0.94524,13.894,15.116,19.999,199.499,90,503.396,4075.213,4973.462,4.98,92.347,29.992,5,40,21-02-2021
877,NOLSM122514122,2,Photo,1.74314,16.37,15.025,20,195.352,90.001,501.423,4030.034,5083.912,4.907,90.966,29.999,5,41,21-02-2021
878,NOLSM123515123,2,Photo,0.52966,17.277,14.828,20.002,200.66,89.999,501.079,4069.518,5048.748,4.927,94.668,29.996,5,42,21-02-2021
879,NOLSM124516124,2,Photo,0.31926,16.67,15,19.994,199.982,90,501.572,3981.754,5045.605,4.951,92.262,29.986,5,43,21-02-2021
880,NOLSM125517125,2,Photo,0.67018,14.098,14.961,19.997,198.47,90,497.102,4012.451,5045.011,5.013,90.449,29.999,5,44,21-02-2021
881,NOLSM126518126,2,Photo,1.12362,14.436,14.957,20.009,204.42,90.001,500.154,4093.798,5014.006,5.072,93.591,29.99,5,45,21-02-2021
882,NOLSM127519127,2,Photo,1.62494,12.82,15.092,20.001,204.484,90,501.394,4014.388,4827.04,4.925,92.35,29.995,5,46,21-02-2021
883,NOLSM128520128,2,Photo,1.18246,17.163,14.785,19.995,203.145,90.001,496.487,3965.084,5068.244,5.012,89.841,29.999,5,47,21-02-2021
884,NOLSM129521129,2,Photo,1.22609,12.729,14.934,20,195.579,89.998,501.655,4026.686,5014.44,5.066,90.887,30.001,5,48,21-02-2021
885,NOLSM130522130,2,Photo,1.81419,14.748,15.08,19.999,196.382,90.001,495.986,4007.021,4980.246,5.094,93.99,29.997,5,49,21-02-2021
886,NOLSM131523131,2,Photo,1.89693,14.611,14.992,19.994,196.599,90,500.442,3913.49,5001.761,4.973,91.432,30.003,5,50,21-02-2021
887,NOLSM132524132,2,Photo,1.72027,15.808,14.88,19.997,197.555,89.999,502.263,3993.101,5074.118,5.033,90.716,30.003,5,51,21-02-2021
888,NOLSM133525133,2,Photo,0.96161,14.678,14.881,19.998,197.98,90,503.423,4022.215,4918.574,5.01,91.008,30.014,5,52,21-02-2021
889,NOLSM134526134,2,Photo,1.48912,16.811,14.97,19.993,197.183,90,498.509,3979.993,5070.442,4.975,91.317,29.998,5,53,21-02-2021
890,NOLSM135527135,2,Photo,0.94868,14.953,14.917,20.009,197.908,89.999,495.402,3991.521,4936.656,5.058,92.819,29.984,5,54,21-02-2021
891,NOLSM649251649,1,Photo,2.03116,20.701,15.094,20.001,195.341,90,495.341,3957.086,4883.521,4.881,89.694,30.006,25,28,21-02-2021
892,NOLSM650252650,1,Photo,1.41751,11.253,14.899,19.997,196.77,90,496.77,4087.957,4919.253,4.911,89.355,29.988,25,29,21-02-2021
893,NOLSM651253651,1,Photo,1.76579,15.286,15.092,20.002,195.659,89.999,495.659,4025.484,4891.468,4.913,89.475,29.991,25,30,21-02-2021
894,NOLSM652254652,1,Photo,1.69291,12.463,14.903,19.995,195.771,89.998,495.771,4036.876,4894.269,4.888,89.434,29.986,25,31,21-02-2021
895,NOLSM653255653,1,Photo,1.7588,19.767,14.97,20.003,195.923,90,495.923,4014.071,4898.073,4.888,88.551,29.993,25,32,21-02-2021
896,NOLSM654256654,1,Photo,2.2278,16.029,15.017,19.995,193.983,90.001,493.983,3985.686,4849.571,4.835,89.203,29.998,25,33,21-02-2021
897,NOLSM655257655,1,Photo,2.0681,17.587,14.921,19.999,194.585,90.001,494.585,4047.541,4864.629,4.875,88.604,30.005,25,34,21-02-2021
898,NOLSM656258656,1,Photo,2.30231,16.445,14.861,19.998,194.244,89.999,494.244,3955.393,4856.103,4.843,89.301,29.995,25,35,21-02-2021
899,NOLSM657259657,1,Photo,1.12362,18.346,15.02,19.999,195.389,90,495.389,4062.804,4884.72,4.905,89.514,30,25,36,21-02-2021
900,NOLSM6582510658,1,Photo,1.62494,17.203,15.049,19.998,195.718,90.001,495.718,4071.633,4892.947,4.889,89.437,30.001,25,37,21-02-2021
901,NOLSM6592511659,1,Photo,1.18246,15.914,15.164,20.002,195.579,90.001,495.579,3985.677,4889.467,4.899,89.563,30.005,25,38,21-02-2021
902,NOLSM6602512660,1,Photo,1.22609,16.43,15.005,19.997,196.382,90.001,496.382,3978.724,4909.558,4.93,89.831,29.99,25,39,21-02-2021
903,NOLSM6612513661,1,Photo,1.81419,17.474,14.98,20.001,196.599,90,496.599,4056.014,4914.974,4.921,90.03,29.997,25,40,21-02-2021
904,NOLSM6622514662,1,Photo,1.89693,16.183,14.97,19.997,197.555,90.001,497.555,4029.12,4938.87,4.946,90.203,30.001,25,41,21-02-2021
905,NOLSM6632515663,1,Photo,1.72027,16.922,14.988,20.002,197.98,89.999,497.98,3971.194,4949.492,4.95,89.945,30,25,42,21-02-2021
906,NOLSM6642516664,1,Photo,0.96161,17.367,14.937,20.002,197.183,89.999,497.183,4035.394,4929.577,4.938,90.127,30.004,25,43,21-02-2021
907,NOLSM6652517665,1,Photo,1.48912,16.09,14.935,20.002,197.908,90,497.908,3952.67,4947.703,4.948,89.742,30.006,25,44,21-02-2021
908,NOLSM6662518666,1,Photo,0.94868,19.026,15.058,19.998,197.135,90,497.135,3972.34,4928.379,4.93,90.142,30.005,25,45,21-02-2021
909,NOLSM6672519667,1,Photo,0.83591,18.891,15.041,20.004,197.621,90,497.621,4017.144,4940.533,4.943,90.229,30.009,25,46,21-02-2021
910,NOLSM6682520668,1,Photo,1.36943,13.788,14.979,20.001,197.925,90,497.925,4072.913,4948.123,4.968,90.813,30,25,47,21-02-2021
911,NOLSM6692521669,1,Photo,1.92633,18.771,15.138,20.005,199.037,90,499.037,4084.939,4975.915,4.959,90.688,29.995,25,48,21-02-2021
912,NOLSM6702522670,1,Photo,1.41846,20.701,15.01,20.001,198.398,89.999,498.398,4045.078,4959.961,4.962,90.668,30.001,25,49,21-02-2021
913,NOLSM6712523671,1,Photo,0.67979,11.253,14.941,19.997,198.768,89.999,498.768,4010.176,4969.206,4.971,90.808,30.002,25,50,21-02-2021
914,NOLSM6722524672,1,Photo,0.73422,15.286,15.083,20.002,198.786,90.002,498.786,3975.72,4969.65,4.973,90.757,30.011,25,51,21-02-2021
915,NOLSM6732525673,1,Photo,1.81419,12.463,15.088,19.995,199.459,90,499.459,3989.173,4986.466,4.985,91.101,29.997,25,52,21-02-2021
916,NOLSM6742526674,1,Photo,1.89693,19.767,15.095,20.003,199.4,89.999,499.4,3987.994,4984.993,4.987,90.966,30.003,25,53,21-02-2021
917,NOLSM6752527675,1,Photo,1.72027,16.029,14.964,19.995,199.438,90,499.438,3988.767,4985.959,4.983,91.026,29.999,25,54,21-02-2021
918,NOLSM10951,1,Photo,1.31556,18.3,15.1,19.997,201.257,90.001,499.686,3943.713,5026.31,5.028,90.872,29.995,5,1,21-02-2021
919,NOLSM11052,2,Photo,1.87115,13.098,15.025,20.001,198.825,89.999,504.969,4029.214,5015.85,5.039,92.275,29.998,5,2,21-02-2021
920,NOLSM11153,2,Photo,1.21277,14.994,15.001,20.007,197.121,89.998,496.889,3964.71,5077.469,5.033,91.338,29.993,5,3,21-02-2021
921,NOLSM11254,3,Photo,1.15164,15.261,14.931,20.001,200.823,89.999,499.503,3978.745,5119.234,5.072,90.277,30.005,5,4,21-02-2021
922,NOLSM11355,3,Photo,1.77366,16.651,15.044,20.001,196.001,90,502.551,4049.1,5022.182,4.973,93.44,30.001,5,5,21-02-2021
923,NOLSM11456,3,Photo,1.48367,13.638,15.021,20.005,198.211,90.001,503.268,4042.033,4947.659,4.968,93.614,30.001,5,6,21-02-2021
924,NOLSM11557,1,Photo,1.93673,15.127,14.979,19.996,198.999,90.001,501.653,4038.907,5011.734,4.961,93.29,30.003,5,7,21-02-2021
925,NOLSM11658,1,Photo,0.90966,16.414,15.106,19.993,201.92,89.998,499.417,3942.446,5021.166,4.967,93.298,30.002,5,8,21-02-2021
926,NOLSM11759,1,Photo,0.7098,11.936,15.004,19.997,202.265,89.999,505.718,4018.743,5027.501,4.959,91.902,30.005,5,9,21-02-2021
927,NOLSM118510,2,Photo,2.09636,21.373,15.057,20.001,197.708,90,502.85,4126.569,5006.296,4.997,90.552,29.999,5,10,21-02-2021
928,NOLSM119511,2,Photo,1.73176,15.277,15.01,19.996,204.744,89.999,498.878,4085.753,4983.395,4.988,92.566,29.999,5,11,21-02-2021
929,NOLSM120512,2,Photo,1.0965,15.312,15.07,19.999,205.209,89.999,502.975,4057.629,5098.876,5.1,91.778,30.001,5,12,21-02-2021
930,NOLSM121513,3,Photo,0.94524,13.894,15.116,19.999,199.499,90,505.046,4075.213,4973.462,4.98,92.347,29.992,5,13,21-02-2021
931,NOLSM122514,3,Photo,1.74314,16.37,15.025,20,195.352,90.001,499.926,4030.034,5083.912,4.907,90.966,29.999,5,14,21-02-2021
932,NOLSM123515,3,Photo,0.52966,17.277,14.828,20.002,200.66,89.999,501.827,4069.518,5048.748,4.927,94.668,29.996,5,15,21-02-2021
933,NOLSM124516,1,Photo,0.31926,16.67,15,19.994,199.982,90,501.745,3981.754,5045.605,4.951,92.262,29.986,5,16,21-02-2021
934,NOLSM125517,1,Photo,0.67018,14.098,14.961,19.997,198.47,90,504.804,4012.451,5045.011,5.013,90.449,29.999,5,17,21-02-2021
935,NOLSM126518,1,Photo,1.52111,14.436,14.957,20.009,199.456,90.001,500.564,4093.798,5014.006,5.072,93.591,29.99,5,18,21-02-2021
936,NOLSM127519,2,Photo,1.40998,12.82,15.092,20.001,201.983,90,505.076,4014.388,4827.04,4.925,92.35,29.995,5,19,21-02-2021
937,NOLSM128520,2,Photo,1.76524,17.163,14.785,19.995,197.55,90.001,501.623,3965.084,5068.244,5.012,89.841,29.999,5,20,21-02-2021
938,NOLSM129521,2,Photo,1.81581,12.729,14.934,20,196.622,89.998,498.289,4026.686,5014.44,5.066,90.887,30.001,5,21,21-02-2021
939,NOLSM130522,3,Photo,0.90783,14.748,15.08,19.999,195.123,90,500.915,4007.021,4980.246,5.094,93.99,29.997,5,22,21-02-2021
940,NOLSM131523,3,Photo,1.13067,14.611,14.992,19.994,200.795,90.001,504.609,3913.49,5001.761,4.973,91.432,30.003,5,23,21-02-2021
941,NOLSM132524,3,Photo,0.7548,15.808,14.88,19.997,198.772,90.001,503.122,3993.101,5074.118,5.033,90.716,30.003,5,24,21-02-2021
942,NOLSM133525,1,Photo,1.66756,14.678,14.881,19.998,205.609,90,499.85,4022.215,4918.574,5.01,91.008,30.014,5,25,21-02-2021
943,NOLSM134526,1,Photo,1.43301,16.811,14.97,19.993,200.925,90,500.47,3979.993,5070.442,4.975,91.317,29.998,5,26,21-02-2021
944,NOLSM135527,1,Photo,1.05957,14.953,14.917,20.009,202.427,89.999,504.675,3991.521,4936.656,5.058,92.819,29.984,5,27,21-02-2021
945,NOLSM649251,1,Photo,2.03116,16.361,15.094,20,195.341,90,495.341,3906.817,4883.521,4.881,89.694,30.006,25,1,21-02-2021
946,NOLSM650252,1,Photo,1.41751,16.784,14.899,20,196.77,90,496.77,3935.402,4919.253,4.911,89.355,29.988,25,2,21-02-2021
947,NOLSM651253,2,Photo,1.76579,16.478,15.092,19.999,195.659,89.999,495.659,3913.174,4891.468,4.913,89.475,29.991,25,3,21-02-2021
948,NOLSM652254,2,Photo,1.69291,16.676,14.903,20.001,195.771,89.998,495.771,3915.415,4894.269,4.888,89.434,29.986,25,4,21-02-2021
949,NOLSM653255,2,Photo,1.7588,17.686,14.97,20,195.923,90,495.923,3918.458,4898.073,4.888,88.551,29.993,25,5,21-02-2021
950,NOLSM654256,3,Photo,2.2278,16.534,15.017,19.997,193.983,90.001,493.983,3879.656,4849.571,4.835,89.203,29.998,25,6,21-02-2021
951,NOLSM655257,3,Photo,2.0681,17.399,14.921,19.999,194.585,90.001,494.585,3891.703,4864.629,4.875,88.604,30.005,25,7,21-02-2021
952,NOLSM656258,3,Photo,2.30231,16.54,14.861,19.998,194.244,89.999,494.244,3884.883,4856.103,4.843,89.301,29.995,25,8,21-02-2021
953,NOLSM657259,1,Photo,1.94354,18.346,15.02,19.999,195.389,90,495.389,3907.776,4884.72,4.905,89.514,30,25,9,21-02-2021
954,NOLSM6582510,1,Photo,1.88949,17.203,15.049,19.998,195.718,90.001,495.718,3914.358,4892.947,4.889,89.437,30.001,25,10,21-02-2021
955,NOLSM6592511,1,Photo,1.98129,15.914,15.164,20.002,195.579,90.001,495.579,3911.573,4889.467,4.899,89.563,30.005,25,11,21-02-2021
956,NOLSM6602512,2,Photo,1.31263,16.43,15.005,19.997,196.382,90.001,496.382,3927.646,4909.558,4.93,89.831,29.99,25,12,21-02-2021
957,NOLSM6612513,2,Photo,1.61079,17.474,14.98,20.001,196.599,90,496.599,3931.979,4914.974,4.921,90.03,29.997,25,13,21-02-2021
958,NOLSM6622514,2,Photo,1.3958,16.183,14.97,19.997,197.555,90.001,497.555,3951.096,4938.87,4.946,90.203,30.001,25,14,21-02-2021
959,NOLSM6632515,3,Photo,1.23229,16.922,14.988,20.002,197.98,89.999,497.98,3959.593,4949.492,4.95,89.945,30,25,15,21-02-2021
960,NOLSM6642516,3,Photo,1.39953,16.783,14.937,20.002,197.183,89.999,497.183,3943.662,4929.577,4.938,90.127,30.004,25,16,21-02-2021
961,NOLSM6652517,3,Photo,1.31403,16.874,14.935,20.002,197.908,90,497.908,3958.163,4947.703,4.948,89.742,30.008,25,17,21-02-2021
962,NOLSM6662518,1,Photo,1.56681,16.873,15.058,19.998,197.135,90,497.135,3942.703,4928.379,4.93,90.142,30.004,25,18,21-02-2021
963,NOLSM6672519,1,Photo,1.41352,17.563,15.041,19.999,197.621,90,497.621,3952.427,4940.533,4.943,90.229,30.003,25,19,21-02-2021
964,NOLSM6682520,1,Photo,1.18758,18.108,14.979,19.998,197.925,90,497.925,3958.498,4948.123,4.968,90.813,30.006,25,20,21-02-2021
965,NOLSM6692521,2,Photo,0.97028,16.103,15.138,20.001,199.037,90,499.037,3980.732,4975.915,4.959,90.688,29.997,25,21,21-02-2021
966,NOLSM6702522,2,Photo,1.09227,17.569,15.01,20,198.398,89.999,498.398,3967.969,4959.961,4.962,90.668,30.001,25,22,21-02-2021
967,NOLSM6712523,2,Photo,1.12367,17.451,14.941,19.999,198.768,89.999,498.768,3975.365,4969.206,4.971,90.808,29.999,25,23,21-02-2021
968,NOLSM6722524,3,Photo,0.9597,15.963,15.083,20.003,198.786,90.002,498.786,3975.72,4969.65,4.973,90.757,30.001,25,24,21-02-2021
969,NOLSM6732525,3,Photo,0.85622,16.67,15.088,20.001,199.459,90,499.459,3989.173,4986.466,4.985,91.101,30.002,25,25,21-02-2021
970,NOLSM6742526,1,Photo,0.74544,16.33,15.095,20.007,199.4,89.999,499.4,3987.994,4984.993,4.987,90.966,29.988,25,26,21-02-2021
971,NOLSM6752527,1,Photo,1.07645,16.945,14.964,19.998,199.438,90,499.438,3988.767,4985.959,4.983,91.026,30.01,25,27,21-02-2021
972,NOLSM13661136,3,Photo,0.83591,14.669,15.039,20.001,197.135,90.001,494.517,4029.626,4993.451,4.996,93.5,29.99,6,28,22-02-2021
973,NOLSM13762137,3,Photo,1.36943,15.622,15.109,19.996,197.621,90.001,498.307,4052.404,5020.19,5.076,89.904,30.001,6,29,22-02-2021
974,NOLSM13863138,3,Photo,1.92633,15.101,15.018,20.002,197.925,90.001,505.859,3990.607,5003.956,5.112,91.107,29.994,6,30,22-02-2021
975,NOLSM13964139,3,Photo,1.41846,17.367,14.932,19.994,199.037,90.001,502.416,3985.833,4964.32,5.034,91.392,30.002,6,31,22-02-2021
976,NOLSM14065140,3,Photo,0.67979,16.09,14.91,19.995,198.398,90,502.749,3905.086,4980.191,5.072,92.644,29.999,6,32,22-02-2021
977,NOLSM14166141,3,Photo,0.73422,19.026,15.085,19.997,198.768,90.001,502.125,4027.773,5083.95,5.065,92.04,29.997,6,33,22-02-2021
978,NOLSM14267142,3,Photo,1.81419,18.891,14.96,19.998,202.059,90,499.319,4061.253,4899.577,5.026,91.453,29.997,6,34,22-02-2021
979,NOLSM14368143,3,Photo,1.89693,13.788,14.974,19.995,203.143,89.999,505.745,3942.812,4932.54,5.035,89.861,29.994,6,35,22-02-2021
980,NOLSM14469144,3,Photo,1.72027,18.771,15.108,19.99,202.415,90,494.887,4031.279,4989.038,4.927,92.614,29.982,6,36,22-02-2021
981,NOLSM145610145,3,Photo,0.96161,20.701,14.974,19.997,202.79,89.999,504.231,3961.823,5075.76,5.031,91.965,30.009,6,37,22-02-2021
982,NOLSM146611146,3,Photo,1.48912,11.253,15.029,20,202.86,90.001,500.053,4001.361,5047.235,5.033,91.325,30.004,6,38,22-02-2021
983,NOLSM147612147,3,Photo,0.94868,15.286,14.956,19.999,197.721,90.001,500.402,4054.534,4956.801,4.987,91.335,29.997,6,39,22-02-2021
984,NOLSM148613148,3,Photo,0.83591,12.463,15.106,20,202.812,90.002,494.976,3957.086,4939.562,5.04,93.239,29.996,6,40,22-02-2021
985,NOLSM149614149,3,Photo,1.36943,19.767,15.128,19.996,198.429,89.998,499.243,4087.957,4926.143,5.005,92.335,30.008,6,41,22-02-2021
986,NOLSM150615150,3,Photo,1.92633,16.029,15.006,19.995,197.594,90,501.188,4025.484,4941.828,5.014,92.137,29.999,6,42,22-02-2021
987,NOLSM151616151,3,Photo,1.41846,17.587,15.059,19.999,198.925,90,493.336,4036.876,4982.143,5.008,91.859,30.007,6,43,22-02-2021
988,NOLSM152617152,3,Photo,0.67979,16.445,14.788,20.009,201.192,90,500.848,4014.071,4970.261,5.014,92.849,30.007,6,44,22-02-2021
989,NOLSM153618153,3,Photo,0.73422,13.988,14.904,20.003,201.11,90,501.817,3985.686,5001.707,4.984,90.514,30.005,6,45,22-02-2021
990,NOLSM154619154,3,Photo,0.94868,17.367,15.074,20.005,204.58,90,502.391,4047.541,5139.623,5.067,91.647,30.002,6,46,22-02-2021
991,NOLSM155620155,3,Photo,0.72173,16.09,14.99,20,198.61,90.001,507.183,3955.393,5050.582,5.084,92.47,29.995,6,47,22-02-2021
992,NOLSM156621156,3,Photo,0.97604,19.026,14.99,19.997,201.173,89.999,501.286,4062.804,5081.391,4.928,89.766,30.005,6,48,22-02-2021
993,NOLSM157622157,3,Photo,2.16264,18.891,14.97,20.003,199.005,90,503.396,4071.633,4954.072,5.035,90.765,30,6,49,22-02-2021
994,NOLSM158623158,3,Photo,1.65988,13.788,14.917,20.001,201.381,90.001,501.423,3985.677,5046.224,5.043,93.139,29.99,6,50,22-02-2021
995,NOLSM159624159,3,Photo,1.59416,18.771,15.039,20.003,202.401,90.001,501.079,3978.724,5011.243,5.052,91.971,29.993,6,51,22-02-2021
996,NOLSM160625160,3,Photo,1.46398,20.701,15.109,19.997,195.089,90,501.572,4056.014,4859.641,5.047,90.932,30.016,6,52,22-02-2021
997,NOLSM161626161,3,Photo,1.44505,11.253,15.018,19.997,201.484,89.999,497.102,4029.12,4919.492,4.96,90.563,30.006,6,53,22-02-2021
998,NOLSM162627162,3,Photo,1.52833,15.286,15.061,19.991,203.223,90.001,500.154,3971.194,5012.291,5.077,92.931,29.999,6,54,22-02-2021
999,NOLSM676261676,2,Photo,0.96161,17.587,15.049,20.004,199.464,90,499.464,3989.271,4986.589,4.988,91.042,30.002,26,28,22-02-2021
1000,NOLSM677262677,2,Photo,1.48912,16.445,15.014,20.002,199.89,90,499.89,3997.81,4997.262,5.012,91.411,29.998,26,29,22-02-2021
1001,NOLSM678263678,2,Photo,0.94868,18.774,14.957,19.995,200.404,89.999,500.404,4008.075,5010.094,5.011,91.484,30.011,26,30,22-02-2021
1002,NOLSM679264679,2,Photo,0.83591,17.192,14.959,20.003,200.525,90.001,500.525,4010.5,5013.125,5.01,91.538,29.994,26,31,22-02-2021
1003,NOLSM680265680,2,Photo,1.36943,16.456,15.005,20.004,200.524,90,500.524,4010.486,5013.107,5.012,91.542,30,26,32,22-02-2021
1004,NOLSM681266681,2,Photo,1.92633,16.714,14.991,19.999,200.489,90,500.489,4009.779,5012.223,5.013,91.805,29.994,26,33,22-02-2021
1005,NOLSM682267682,2,Photo,1.41846,16.767,14.876,20.001,201.054,90,501.054,4021.084,5026.355,5.027,91.705,29.988,26,34,22-02-2021
1006,NOLSM683268683,2,Photo,0.67979,17.367,15.133,19.999,201.209,90,501.209,4024.184,5030.23,5.031,91.794,30.002,26,35,22-02-2021
1007,NOLSM684269684,2,Photo,0.73422,16.09,14.849,19.998,201.214,90,501.214,4024.274,5030.342,5.027,91.805,30.006,26,36,22-02-2021
1008,NOLSM6852610685,2,Photo,0.94868,19.026,15.075,20.006,201.005,89.999,501.005,4020.102,5025.128,5.028,91.721,29.99,26,37,22-02-2021
1009,NOLSM6862611686,2,Photo,0.72996,18.891,14.983,20.005,201.165,90.001,501.165,4023.292,5029.114,5.025,91.692,29.991,26,38,22-02-2021
1010,NOLSM6872612687,2,Photo,0.79764,13.788,14.907,20.003,201.124,90,501.124,4022.471,5028.089,5.008,91.72,29.989,26,39,22-02-2021
1011,NOLSM6882613688,2,Photo,0.81418,18.771,14.893,20.003,200.92,89.999,500.92,4018.404,5023.005,5.023,91.694,29.997,26,40,22-02-2021
1012,NOLSM6892614689,2,Photo,0.5937,20.701,15.084,20.01,201.088,90,501.088,4021.769,5027.211,5.027,91.717,30,26,41,22-02-2021
1013,NOLSM6902615690,2,Photo,0.72065,11.253,14.966,20.001,201.159,90,501.159,4023.187,5028.983,5.028,91.789,29.998,26,42,22-02-2021
1014,NOLSM6912616691,2,Photo,0.9997,15.286,15.086,20,201.252,90.001,501.252,4025.04,5031.3,5.035,91.92,30.003,26,43,22-02-2021
