...1,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
884,NOLSM129521129,3,Implantation,1.099917e+16,1.504884e+17,1.817507e+17,3.001803e+17,5.99999e+17,31234.441,103.453,883,153,5,48,21-02-2021
885,NOLSM130522130,1,Implantation,1.28589e+16,5.566068e+16,7.686171e+17,2.997341e+17,6.000007e+17,30801.679,104.564,932,157,5,49,21-02-2021
886,NOLSM131523131,2,Implantation,1.331091e+16,8.728188e+16,8.711182e+17,3.005126e+17,5.999991e+17,33283.059,100.908,896,154,5,50,21-02-2021
887,NOLSM132524132,3,Implantation,1.524067e+16,9.847667e+16,7.524837e+17,2.990298e+17,5.999977e+17,31856.143,102.064,914,153,5,51,21-02-2021
888,NOLSM133525133,1,Implantation,7.863019e+15,6.498436e+16,5.644769e+17,3.006359e+17,6.000001e+17,31565.934,104.243,904,158,5,52,21-02-2021
889,NOLSM134526134,2,Implantation,1.067692e+16,9.394987e+16,2.806143e+17,2.99517e+17,6.000003e+17,32131.098,105.338,879,155,5,53,21-02-2021
890,NOLSM135527135,3,Implantation,1.21172e+16,9.468531e+16,4.772744e+17,2.997926e+17,5.999992e+17,32248.673,100.598,921,156,5,54,21-02-2021
891,NOLSM649251649,1,Implantation,1.999463e+16,8.464185e+15,9.624934e+16,2.989114e+17,5.999999e+17,32054.907,102.945,909,154,25,28,21-02-2021
892,NOLSM650252650,2,Implantation,1.286978e+16,1.273514e+15,6.578329e+17,2.996211e+17,6e+17,32052.091,102.001,915,153,25,29,21-02-2021
893,NOLSM651253651,3,Implantation,7.339189e+15,7.337905e+14,6.483868e+17,2.990147e+17,6.000006e+17,32045.703,102.084,915,153,25,30,21-02-2021
894,NOLSM652254652,1,Implantation,7.360918e+15,2.048437e+14,5.610179e+14,2.995091e+17,6.000002e+17,32045.121,101.727,914,153,25,31,21-02-2021
895,NOLSM653255653,2,Implantation,1.190318e+16,9.458182e+14,3.009781e+17,2.984682e+17,6.000004e+17,32045.65,101.34,902,152,25,32,21-02-2021
896,NOLSM654256654,3,Implantation,4.193431e+15,3.696705e+12,36561499.576,2.999362e+17,6.000015e+17,32059.916,100.528,919,151,25,33,21-02-2021
897,NOLSM655257655,1,Implantation,7.580002e+15,1.251566e+14,5.415955e+12,3.002737e+17,6.000004e+17,32050.475,103.27,923,155,25,34,21-02-2021
898,NOLSM656258656,2,Implantation,1.015593e+16,449362777768,2.243482e+17,2.983565e+17,6.000001e+17,32054.103,103.474,910,155,25,35,21-02-2021
899,NOLSM657259657,3,Implantation,4.07912e+15,1.106486e+15,1.803452e+15,2.996526e+17,5.99999e+17,32044.64,103.707,906,156,25,36,21-02-2021
900,NOLSM6582510658,1,Implantation,4.590594e+15,2.426747e+14,176895172086,3.014287e+17,6e+17,32040.609,102.727,906,154,25,37,21-02-2021
901,NOLSM6592511659,2,Implantation,1.609899e+16,1.020129e+17,421216908.17,3.00417e+17,5.999995e+17,32043.72,103.396,907,155,25,38,21-02-2021
902,NOLSM6602512660,3,Implantation,5.059169e+15,1.496542e+14,1.118232e+12,3.003419e+17,6.000023e+17,32055.941,104.309,890,156,25,39,21-02-2021
903,NOLSM6612513661,1,Implantation,8.125176e+15,2.023434e+16,4.483761e+17,2.996603e+17,5.999989e+17,32051.147,104.403,861,157,25,40,21-02-2021
904,NOLSM6622514662,2,Implantation,2.059877e+16,1.02962e+15,1.398949e+15,3.014258e+17,5.999992e+17,32044.633,104.649,865,157,25,41,21-02-2021
905,NOLSM6632515663,3,Implantation,1.209814e+16,8.145591e+16,9.079978e+17,3.022077e+17,6.000001e+17,32039.65,104.761,865,157,25,42,21-02-2021
906,NOLSM6642516664,1,Implantation,1.813283e+16,5.502364e+16,7.855658e+17,3.003929e+17,5.999987e+17,32041.139,104.099,865,156,25,43,21-02-2021
907,NOLSM6652517665,2,Implantation,2.441931e+15,5.155819e+16,2.900961e+17,3.007074e+17,6.000005e+17,32043.715,104.149,865,156,25,44,21-02-2021
908,NOLSM6662518666,3,Implantation,1.054583e+16,2.955731e+15,2.938108e+15,2.9964e+17,5.999995e+17,32040.817,103.505,869,155,25,45,21-02-2021
909,NOLSM6672519667,1,Implantation,6.909171e+15,5.264986e+15,8.209553e+15,2.984594e+17,5.999988e+17,32047.486,104.14,865,156,25,46,21-02-2021
910,NOLSM6682520668,2,Implantation,8.998365e+15,1.284093e+15,1.842116e+17,2.992737e+17,5.999989e+17,32043.586,104.742,865,157,25,47,21-02-2021
911,NOLSM6692521669,3,Implantation,6.771267e+15,6.763917e+16,6.390773e+14,2.986218e+17,5.999999e+17,32469.85,104.238,865,156,25,48,21-02-2021
912,NOLSM6702522670,1,Implantation,1.148317e+16,2.068288e+16,5.881171e+17,2.993236e+17,6.000008e+17,32466.046,104.536,866,157,25,49,21-02-2021
913,NOLSM6712523671,2,Implantation,4.770092e+15,5.096856e+15,5.092811e+16,3.00741e+17,6.000001e+17,32467.764,104.579,863,157,25,50,21-02-2021
914,NOLSM6722524672,3,Implantation,5.877206e+15,2.084853e+16,2.619744e+16,3.007008e+17,5.999998e+17,32472.189,104.59,866,157,25,51,21-02-2021
915,NOLSM6732525673,1,Implantation,1.750719e+16,1.742057e+17,4.082112e+16,2.989468e+17,5.999998e+17,32471.558,105.153,861,158,25,52,21-02-2021
916,NOLSM6742526674,2,Implantation,2.088769e+16,1.521224e+16,4.213451e+13,2.991088e+17,5.999994e+17,32468.26,105.083,861,158,25,53,21-02-2021
917,NOLSM6752527675,3,Implantation,2.439256e+15,4.187302e+15,1.332261e+17,2.989629e+17,5.999997e+17,32469.21,105.182,860,158,25,54,21-02-2021
918,NOLSM10951,3,Implantation,8.465293e+15,8.04607e+16,3.8357e+17,2.977746e+17,5.999989e+17,32034.605,104.846,896,158,5,1,21-02-2021
919,NOLSM11052,2,Implantation,1.647625e+16,1.043023e+17,6.930798e+17,3.011146e+17,5.999995e+17,32403.77,105.045,912,154,5,2,21-02-2021
920,NOLSM11153,1,Implantation,1.129598e+16,7.232256e+16,7.255184e+17,2.998998e+17,5.999975e+17,31560.731,105.841,875,154,5,3,21-02-2021
921,NOLSM11254,1,Implantation,1.987301e+16,9.899461e+16,7.62343e+17,3.019499e+17,6.00001e+17,29604.262,104.261,916,153,5,4,21-02-2021
922,NOLSM11355,2,Implantation,1.330673e+16,1.36146e+17,1.085071e+17,3.004817e+17,5.999991e+17,31732.122,103.62,880,156,5,5,21-02-2021
923,NOLSM11456,3,Implantation,1.244913e+16,1.889112e+16,2.824697e+17,3.005023e+17,5.999991e+17,31858.818,102.678,893,150,5,6,21-02-2021
924,NOLSM11557,3,Implantation,8.738966e+15,1.326794e+16,3.101468e+17,2.9981e+17,6.000008e+17,32187.195,102.447,914,153,5,7,21-02-2021
925,NOLSM11658,2,Implantation,1.278441e+16,6.202554e+16,6.865858e+17,3.016671e+17,5.999975e+17,30856.694,103.236,877,156,5,8,21-02-2021
926,NOLSM11759,1,Implantation,9.598508e+15,3.848271e+16,4.084392e+17,2.977442e+17,6.000003e+17,32042.018,103.967,917,154,5,9,21-02-2021
927,NOLSM118510,1,Implantation,1.381879e+16,8.863742e+16,7.725948e+17,3.009458e+17,6.000001e+17,31289.639,102.991,912,154,5,10,21-02-2021
928,NOLSM119511,2,Implantation,1.301446e+16,3.710718e+16,1.003472e+18,3.006205e+17,5.999986e+17,32524.693,101.322,903,154,5,11,21-02-2021
929,NOLSM120512,3,Implantation,1.281517e+16,6.136455e+16,6.899709e+17,2.990919e+17,5.999986e+17,32057.54,101.394,910,162,5,12,21-02-2021
930,NOLSM121513,3,Implantation,6.986306e+15,1.245323e+17,2.196262e+17,3.030602e+17,5.999995e+17,32900.689,103.55,913,156,5,13,21-02-2021
931,NOLSM122514,2,Implantation,1.261608e+16,7.818982e+16,1.229639e+17,3.011131e+17,6.000006e+17,31640.442,105.17,918,153,5,14,21-02-2021
932,NOLSM123515,1,Implantation,3.994759e+15,1.202309e+17,1.207734e+17,2.986094e+17,6.000002e+17,31856.772,102.377,883,156,5,15,21-02-2021
933,NOLSM124516,1,Implantation,1.967326e+15,1.163335e+17,8.71483e+17,2.991363e+17,5.999998e+17,32050.437,101.995,894,155,5,16,21-02-2021
934,NOLSM125517,2,Implantation,1.625617e+16,2.134598e+17,4.598518e+17,3.023853e+17,5.999995e+17,31710.986,105.264,930,152,5,17,21-02-2021
935,NOLSM126518,3,Implantation,1.1662e+16,5.350511e+16,8.551085e+17,3.009905e+17,5.999988e+17,31155.426,104.162,888,153,5,18,21-02-2021
936,NOLSM127519,3,Implantation,4.152999e+15,8.83112e+16,8.988816e+17,3.00082e+17,5.999987e+17,31707.301,104.286,903,153,5,19,21-02-2021
937,NOLSM128520,2,Implantation,6.968264e+15,1.175434e+17,7.578451e+17,2.995406e+17,5.999986e+17,31921.289,103.014,889,156,5,20,21-02-2021
938,NOLSM129521,1,Implantation,1.099917e+16,1.504884e+17,1.817507e+17,3.001803e+17,5.99999e+17,31234.441,103.453,883,153,5,21,21-02-2021
939,NOLSM130522,1,Implantation,1.28589e+16,5.566068e+16,7.686171e+17,2.997341e+17,6.000007e+17,30801.679,104.564,932,157,5,22,21-02-2021
940,NOLSM131523,2,Implantation,1.331091e+16,8.728188e+16,8.711182e+17,3.005126e+17,5.999991e+17,33283.059,100.908,896,154,5,23,21-02-2021
941,NOLSM132524,3,Implantation,1.524067e+16,9.847667e+16,7.524837e+17,2.990298e+17,5.999977e+17,31856.143,102.064,914,153,5,24,21-02-2021
942,NOLSM133525,3,Implantation,7.863019e+15,6.498436e+16,5.644769e+17,3.006359e+17,6.000001e+17,31565.934,104.243,904,158,5,25,21-02-2021
943,NOLSM134526,2,Implantation,1.067692e+16,9.394987e+16,2.806143e+17,2.99517e+17,6.000003e+17,32131.098,105.338,879,155,5,26,21-02-2021
944,NOLSM135527,1,Implantation,1.21172e+16,9.468531e+16,4.772744e+17,2.997926e+17,5.999992e+17,32248.673,100.598,921,156,5,27,21-02-2021
945,NOLSM649251,2,Implantation,1.870805e+16,8.464185e+15,1.230551e+13,2.989114e+17,5.999999e+17,32054.907,102.945,909,154,25,1,21-02-2021
946,NOLSM650252,1,Implantation,3.39259e+15,1.273514e+15,2.010852e+17,2.996211e+17,6e+17,32052.091,102.001,915,153,25,2,21-02-2021
947,NOLSM651253,1,Implantation,1.363962e+16,7.337905e+14,2.311331e+17,2.990147e+17,6.000006e+17,32045.703,102.084,915,153,25,3,21-02-2021
948,NOLSM652254,2,Implantation,4.898585e+15,2.048437e+14,5.075062e+16,2.995091e+17,6.000002e+17,32045.121,101.727,914,153,25,4,21-02-2021
949,NOLSM653255,3,Implantation,2.972037e+15,9.458182e+14,5.779889e+16,2.984682e+17,6.000004e+17,32045.65,101.34,902,152,25,5,21-02-2021
950,NOLSM654256,3,Implantation,7.786181e+15,3.696705e+12,36561499.576,2.999362e+17,6.000015e+17,32059.916,100.528,919,151,25,6,21-02-2021
951,NOLSM655257,2,Implantation,4.187771e+15,1.251566e+14,5.415955e+12,3.002737e+17,6.000004e+17,32050.475,103.27,923,155,25,7,21-02-2021
952,NOLSM656258,1,Implantation,9.035775e+15,449362777768,2.243482e+17,2.983565e+17,6.000001e+17,32054.103,103.474,910,155,25,8,21-02-2021
953,NOLSM657259,1,Implantation,1.46725e+16,1.106486e+15,1.803452e+15,2.996526e+17,5.99999e+17,32044.64,103.707,906,156,25,9,21-02-2021
954,NOLSM6582510,2,Implantation,6.590899e+15,2.426747e+14,176895172086,3.014287e+17,6e+17,32040.609,102.727,906,154,25,10,21-02-2021
955,NOLSM6592511,3,Implantation,1.153166e+16,1.020129e+17,421216908.17,3.00417e+17,5.999995e+17,32043.72,103.396,907,155,25,11,21-02-2021
956,NOLSM6602512,3,Implantation,1.689894e+16,1.496542e+14,1.118232e+12,3.003419e+17,6.000023e+17,32055.941,104.309,890,156,25,12,21-02-2021
957,NOLSM6612513,2,Implantation,1.108048e+16,2.023434e+16,4.483761e+17,2.996603e+17,5.999989e+17,32051.147,104.403,861,157,25,13,21-02-2021
958,NOLSM6622514,1,Implantation,1.745435e+16,1.02962e+15,1.398949e+15,3.014258e+17,5.999992e+17,32044.633,104.649,865,157,25,14,21-02-2021
959,NOLSM6632515,1,Implantation,1.61614e+16,8.145591e+16,9.079978e+17,3.022077e+17,6.000001e+17,32039.65,104.761,865,157,25,15,21-02-2021
960,NOLSM6642516,2,Implantation,2.115645e+16,5.502364e+16,7.855658e+17,3.003929e+17,5.999987e+17,32041.139,104.099,865,156,25,16,21-02-2021
961,NOLSM6652517,3,Implantation,7.162873e+15,5.155819e+16,2.900961e+17,3.007074e+17,6.000005e+17,32043.715,104.149,865,156,25,17,21-02-2021
962,NOLSM6662518,3,Implantation,1.408285e+16,2.955731e+15,2.938108e+15,2.9964e+17,5.999995e+17,32040.817,103.505,869,155,25,18,21-02-2021
963,NOLSM6672519,2,Implantation,6.129271e+15,5.264986e+15,8.209553e+15,2.984594e+17,5.999988e+17,32047.486,104.14,865,156,25,19,21-02-2021
964,NOLSM6682520,1,Implantation,8.998365e+15,1.284093e+15,1.842116e+17,2.992737e+17,5.999989e+17,32043.586,104.742,865,157,25,20,21-02-2021
965,NOLSM6692521,1,Implantation,6.771267e+15,6.763917e+16,6.390773e+14,2.986218e+17,5.999999e+17,32469.85,104.238,865,156,25,21,21-02-2021
966,NOLSM6702522,2,Implantation,1.148317e+16,2.068288e+16,5.881171e+17,2.993236e+17,5.999999e+17,32466.046,104.536,866,157,25,22,21-02-2021
967,NOLSM6712523,3,Implantation,4.770092e+15,5.096856e+15,5.092811e+16,3.00741e+17,6.000016e+17,32467.764,104.579,863,157,25,23,21-02-2021
968,NOLSM6722524,3,Implantation,5.877206e+15,2.084853e+16,2.619744e+16,3.007008e+17,6.000001e+17,32472.189,104.59,866,157,25,24,21-02-2021
969,NOLSM6732525,1,Implantation,1.750719e+16,1.742057e+17,4.082112e+16,2.989468e+17,6.00001e+17,32471.558,105.153,861,158,25,25,21-02-2021
970,NOLSM6742526,1,Implantation,2.088769e+16,1.521224e+16,4.213451e+13,2.991088e+17,5.999999e+17,32468.26,105.083,861,158,25,26,21-02-2021
971,NOLSM6752527,3,Implantation,2.439256e+15,4.187302e+15,1.332261e+17,2.989629e+17,5.999992e+17,32469.21,105.182,860,158,25,27,21-02-2021
972,NOLSM13661136,1,Implantation,8.064003e+15,1.282234e+17,1.708833e+17,3.019384e+17,5.999989e+17,31194.915,101.786,885,152,6,28,22-02-2021
973,NOLSM13762137,2,Implantation,1.648055e+16,7.785946e+16,1.034905e+18,3.013019e+17,5.999993e+17,31469.225,105.08,913,154,6,29,22-02-2021
974,NOLSM13863138,3,Implantation,1.00145e+16,1.483152e+17,7.8865e+17,2.980352e+17,6.000015e+17,32246.843,104.774,907,154,6,30,22-02-2021
975,NOLSM13964139,1,Implantation,1.154925e+16,8.371327e+16,5.169942e+17,2.981948e+17,6.000001e+17,31801.588,103.624,866,153,6,31,22-02-2021
976,NOLSM14065140,2,Implantation,7.35523e+15,9.353536e+16,6.655687e+17,3.016978e+17,5.999985e+17,32290.539,104.739,907,161,6,32,22-02-2021
977,NOLSM14166141,3,Implantation,5.575371e+15,8.803286e+16,3.943833e+17,2.987121e+17,5.999998e+17,32537.016,102.829,899,156,6,33,22-02-2021
978,NOLSM14267142,1,Implantation,1.167192e+16,1.051159e+17,2.535413e+17,2.994584e+17,6.000005e+17,30799.8,103.001,882,152,6,34,22-02-2021
979,NOLSM14368143,2,Implantation,1.144245e+16,1.218449e+17,4.947086e+17,2.990428e+17,6.000012e+17,30537.234,104.583,880,159,6,35,22-02-2021
980,NOLSM14469144,3,Implantation,7.621903e+15,1.169972e+17,9.123979e+17,2.978937e+17,5.999983e+17,33254.92,104.377,909,156,6,36,22-02-2021
981,NOLSM145610145,1,Implantation,1.514341e+16,8.701115e+16,8.443945e+17,3.016202e+17,6.000011e+17,32529.301,103.397,920,150,6,37,22-02-2021
982,NOLSM146611146,2,Implantation,1.084558e+16,1.257068e+17,3.847228e+17,3.012749e+17,6.000012e+17,31724.033,103.021,913,159,6,38,22-02-2021
983,NOLSM147612147,3,Implantation,1.176035e+16,6.73635e+16,7.600797e+17,3.001729e+17,5.999985e+17,32188.034,102.492,892,148,6,39,22-02-2021
984,NOLSM148613148,1,Implantation,1.526726e+16,1.376208e+17,5.634454e+17,2.995049e+17,6.000014e+17,32481.944,103.514,879,154,6,40,22-02-2021
985,NOLSM149614149,2,Implantation,1.138313e+16,1.445666e+17,4.622805e+17,3.012111e+17,6e+17,32373.18,100.696,921,152,6,41,22-02-2021
986,NOLSM150615150,3,Implantation,1.273986e+16,1.480211e+17,3.751581e+17,2.99037e+17,6e+17,31400.424,100.826,882,155,6,42,22-02-2021
987,NOLSM151616151,1,Implantation,1.522519e+16,1.756219e+17,5.117484e+17,3.022123e+17,5.999986e+17,30763.793,99.639,895,156,6,43,22-02-2021
988,NOLSM152617152,2,Implantation,1.73481e+16,8.088527e+16,5.51102e+17,2.990091e+17,6e+17,32021.918,102.771,909,153,6,44,22-02-2021
989,NOLSM153618153,3,Implantation,1.181524e+16,1.879608e+17,1.017609e+18,3.017916e+17,5.999969e+17,30633.38,104.584,905,154,6,45,22-02-2021
990,NOLSM154619154,1,Implantation,1.039599e+16,7.741378e+16,9.513346e+16,3.011739e+17,5.99999e+17,30605.867,102.588,886,156,6,46,22-02-2021
991,NOLSM155620155,2,Implantation,1.230496e+16,7.143768e+16,3.829758e+17,2.990552e+17,5.999984e+17,32150.501,102.687,898,154,6,47,22-02-2021
992,NOLSM156621156,3,Implantation,1.294526e+16,1.37207e+17,3.088215e+17,2.989704e+17,5.999984e+17,33009.054,101.899,915,154,6,48,22-02-2021
993,NOLSM157622157,1,Implantation,1.35092e+16,6.674221e+16,6.272869e+17,2.984365e+17,5.999997e+17,31843.827,100.682,912,152,6,49,22-02-2021
994,NOLSM158623158,2,Implantation,2.211565e+16,1.513381e+17,4.067692e+17,3.010757e+17,5.999996e+17,31872.384,104.516,898,152,6,50,22-02-2021
995,NOLSM159624159,3,Implantation,9.309446e+15,4.149363e+16,8.62381e+17,2.991635e+17,6.000007e+17,31336.263,102.568,895,156,6,51,22-02-2021
996,NOLSM160625160,1,Implantation,1.359298e+16,1.179273e+17,5.842273e+17,3.009998e+17,5.999987e+17,33259.559,103.466,866,157,6,52,22-02-2021
997,NOLSM161626161,2,Implantation,1.454792e+16,9.280472e+16,5.698725e+17,2.984876e+17,6.000016e+17,31061.816,100.571,908,153,6,53,22-02-2021
998,NOLSM162627162,3,Implantation,1.178513e+16,1.381948e+17,1.134256e+17,2.982679e+17,5.999995e+17,32412.623,100.917,905,150,6,54,22-02-2021
999,NOLSM676261676,1,Implantation,5.909598e+15,2.543147e+16,2.641769e+17,3.007852e+17,6.000006e+17,32473.356,105.315,861,158,26,28,22-02-2021
1000,NOLSM677262677,2,Implantation,1.263124e+16,9.819489e+16,7.234647e+17,3.00554e+17,5.999994e+17,32478.804,105.858,860,159,26,29,22-02-2021
1001,NOLSM678263678,3,Implantation,3.882481e+15,2.961958e+13,3.895519e+16,2.999554e+17,6.000002e+17,32479.394,105.769,861,159,26,30,22-02-2021
1002,NOLSM679264679,1,Implantation,1.534502e+16,8.621582e+16,9.198961e+17,3.001731e+17,5.999999e+17,32475.954,105.814,860,159,26,31,22-02-2021
1003,NOLSM680265680,2,Implantation,4.099109e+15,1.673806e+16,1.769181e+16,2.980058e+17,6.00001e+17,32473.014,105.952,861,159,26,32,22-02-2021
1004,NOLSM681266681,3,Implantation,1.97997e+16,9.276708e+16,1.176497e+18,3.005001e+17,6.000003e+17,32492.602,106.016,860,159,26,33,22-02-2021
1005,NOLSM682267682,1,Implantation,1.692518e+16,1.597368e+17,7.43955e+17,2.999577e+17,5.999997e+17,32486.114,106.433,861,160,26,34,22-02-2021
1006,NOLSM683268683,2,Implantation,1.49088e+16,1.490571e+17,3.502527e+16,3.005733e+17,6.000021e+17,32477.288,106.419,861,160,26,35,22-02-2021
1007,NOLSM684269684,3,Implantation,1.6116e+16,2.891635e+16,4.603472e+17,2.996846e+17,5.999995e+17,32475.062,106.482,861,160,26,36,22-02-2021
1008,NOLSM6852610685,1,Implantation,1.483133e+16,8.057589e+15,160678728647,2.990721e+17,6.000012e+17,32474.777,106.552,860,160,26,37,22-02-2021
1009,NOLSM6862611686,2,Implantation,1.598164e+16,6.668107e+15,1.654884e+17,2.996387e+17,6.00001e+17,32474.989,106.425,860,160,26,38,22-02-2021
1010,NOLSM6872612687,3,Implantation,1.516271e+16,1.005179e+17,7.623187e+17,2.990875e+17,6.000001e+17,32484.167,105.706,861,159,26,39,22-02-2021
1011,NOLSM6882613688,1,Implantation,1.28592e+16,9.994934e+16,1.563533e+16,3.009282e+17,6.000003e+17,32482.503,106.417,861,160,26,40,22-02-2021
1012,NOLSM6892614689,2,Implantation,1.374025e+16,117182949499,146815735.85,3.007833e+17,6.000001e+17,32478.466,106.208,861,159,26,41,22-02-2021
1013,NOLSM6902615690,3,Implantation,1.647592e+16,1.647327e+17,8.141605e+17,3.032962e+17,5.999998e+17,32471.405,106.027,860,159,26,42,22-02-2021
1014,NOLSM6912616691,1,Implantation,2.053833e+16,1.704504e+17,7.404095e+17,2.998679e+17,6.000003e+17,32474.891,106.16,860,159,26,43,22-02-2021
1015,NOLSM6922617692,2,Implantation,1.982968e+16,1.047319e+16,4.000187e+17,2.998699e+17,5.999996e+17,32470.956,106.01,860,159,26,44,22-02-2021
1016,NOLSM6932618693,3,Implantation,1.560517e+16,1.123736e+17,2.048584e+16,2.997788e+17,5.999988e+17,32470.502,105.956,860,159,26,45,22-02-2021
1017,NOLSM6942619694,1,Implantation,2.066972e+16,1.787139e+16,1.239589e+18,3.01185e+17,5.999993e+17,32479.61,105.84,860,159,26,46,22-02-2021
1018,NOLSM6952620695,2,Implantation,1.799824e+16,8.746376e+16,11461295709,3.021966e+17,5.999997e+17,32473.864,106.764,860,160,26,47,22-02-2021
1019,NOLSM6962621696,3,Implantation,1.531583e+16,2.330983e+16,6.907339e+17,3.00477e+17,6.000006e+17,32455.142,105.962,860,159,26,48,22-02-2021
1020,NOLSM6972622697,1,Implantation,1.85785e+16,1.833711e+17,2.228772e+16,2.986291e+17,5.999998e+17,32442.676,105.815,860,159,26,49,22-02-2021
1021,NOLSM6982623698,2,Implantation,1.589284e+16,1.295778e+17,3.351824e+17,2.985649e+17,6e+17,32423.651,105.711,860,159,26,50,22-02-2021
1022,NOLSM6992624699,3,Implantation,1.021895e+16,3.254083e+15,2.438131e+17,3.004199e+17,5.999997e+17,32413.504,105.503,860,158,26,51,22-02-2021
1023,NOLSM7002625700,1,Implantation,2.024665e+16,1.882127e+17,1.198565e+18,3.005696e+17,5.999999e+17,32415.844,105.079,860,158,26,52,22-02-2021
1024,NOLSM7012626701,2,Implantation,2.951377e+15,3.274941e+15,1.307723e+15,3.00529e+17,6.000003e+17,32428.073,105.014,860,158,26,53,22-02-2021
1025,NOLSM7022627702,3,Implantation,2.16534e+16,2.165335e+17,3.823157e+17,3.013813e+17,5.999998e+17,32424.728,104.272,860,156,26,54,22-02-2021
1026,NOLSM13661,1,Implantation,8.064003e+15,1.282234e+17,1.708833e+17,3.019384e+17,5.999989e+17,31194.915,101.786,885,152,6,1,22-02-2021
1027,NOLSM13762,2,Implantation,1.648055e+16,7.785946e+16,1.034905e+18,3.013019e+17,5.999993e+17,31469.225,105.08,913,154,6,2,22-02-2021
1028,NOLSM13863,3,Implantation,1.00145e+16,1.483152e+17,7.8865e+17,2.980352e+17,6.000015e+17,32246.843,104.774,907,154,6,3,22-02-2021
1029,NOLSM13964,3,Implantation,1.154925e+16,8.371327e+16,5.169942e+17,2.981948e+17,6.000001e+17,31801.588,103.624,866,153,6,4,22-02-2021
1030,NOLSM14065,2,Implantation,7.35523e+15,9.353536e+16,6.655687e+17,3.016978e+17,5.999985e+17,32290.539,104.739,907,161,6,5,22-02-2021
1031,NOLSM14166,1,Implantation,5.575371e+15,8.803286e+16,3.943833e+17,2.987121e+17,5.999998e+17,32537.016,102.829,899,156,6,6,22-02-2021
1032,NOLSM14267,1,Implantation,1.167192e+16,1.051159e+17,2.535413e+17,2.994584e+17,6.000005e+17,30799.8,103.001,882,152,6,7,22-02-2021
1033,NOLSM14368,2,Implantation,1.144245e+16,1.218449e+17,4.947086e+17,2.990428e+17,6.000012e+17,30537.234,104.583,880,159,6,8,22-02-2021
1034,NOLSM14469,3,Implantation,7.621903e+15,1.169972e+17,9.123979e+17,2.978937e+17,5.999983e+17,33254.92,104.377,909,156,6,9,22-02-2021
1035,NOLSM145610,3,Implantation,1.514341e+16,8.701115e+16,8.443945e+17,3.016202e+17,6.000011e+17,32529.301,103.397,920,150,6,10,22-02-2021
1036,NOLSM146611,2,Implantation,1.084558e+16,1.257068e+17,3.847228e+17,3.012749e+17,6.000012e+17,31724.033,103.021,913,159,6,11,22-02-2021
1037,NOLSM147612,1,Implantation,1.176035e+16,6.73635e+16,7.600797e+17,3.001729e+17,5.999985e+17,32188.034,102.492,892,148,6,12,22-02-2021
1038,NOLSM148613,1,Implantation,1.526726e+16,1.376208e+17,5.634454e+17,2.995049e+17,6.000014e+17,32481.944,103.514,879,154,6,13,22-02-2021
1039,NOLSM149614,2,Implantation,1.138313e+16,1.445666e+17,4.622805e+17,3.012111e+17,6e+17,32373.18,100.696,921,152,6,14,22-02-2021
1040,NOLSM150615,3,Implantation,1.273986e+16,1.480211e+17,3.751581e+17,2.99037e+17,6e+17,31400.424,100.826,882,155,6,15,22-02-2021
1041,NOLSM151616,3,Implantation,1.522519e+16,1.756219e+17,5.117484e+17,3.022123e+17,5.999986e+17,30763.793,99.639,895,156,6,16,22-02-2021
1042,NOLSM152617,2,Implantation,1.73481e+16,8.088527e+16,5.51102e+17,2.990091e+17,6e+17,32021.918,102.771,909,153,6,17,22-02-2021
1043,NOLSM153618,1,Implantation,1.181524e+16,1.879608e+17,1.017609e+18,3.017916e+17,5.999969e+17,30633.38,104.584,905,154,6,18,22-02-2021
1044,NOLSM154619,1,Implantation,1.039599e+16,7.741378e+16,9.513346e+16,3.011739e+17,5.99999e+17,30605.867,102.588,886,156,6,19,22-02-2021
1045,NOLSM155620,2,Implantation,1.230496e+16,7.143768e+16,3.829758e+17,2.990552e+17,5.999984e+17,32150.501,102.687,898,154,6,20,22-02-2021
1046,NOLSM156621,3,Implantation,1.294526e+16,1.37207e+17,3.088215e+17,2.989704e+17,5.999984e+17,33009.054,101.899,915,154,6,21,22-02-2021
1047,NOLSM157622,2,Implantation,1.35092e+16,6.674221e+16,6.272869e+17,2.984365e+17,5.999997e+17,31843.827,100.682,912,152,6,22,22-02-2021
1048,NOLSM158623,1,Implantation,2.211565e+16,1.513381e+17,4.067692e+17,3.010757e+17,5.999996e+17,31872.384,104.516,898,152,6,23,22-02-2021
1049,NOLSM159624,1,Implantation,9.309446e+15,4.149363e+16,8.62381e+17,2.991635e+17,6.000007e+17,31336.263,102.568,895,156,6,24,22-02-2021
1050,NOLSM160625,2,Implantation,1.359298e+16,1.179273e+17,5.842273e+17,3.009998e+17,5.999987e+17,33259.559,103.466,866,157,6,25,22-02-2021
1051,NOLSM161626,3,Implantation,1.454792e+16,9.280472e+16,5.698725e+17,2.984876e+17,6.000016e+17,31061.816,100.571,908,153,6,26,22-02-2021
1052,NOLSM162627,3,Implantation,1.178513e+16,1.381948e+17,1.134256e+17,2.982679e+17,5.999995e+17,32412.623,100.917,905,150,6,27,22-02-2021
